doi,halId,is_paratext,suspicious_journal,hal_domain,df_data_traite,title,author_count,published_date,published_year,journal_name,journal_issns,publisher,hal_coverage,hal_submittedDate,hal_location,hal_openAccess_bool,hal_licence,hal_selfArchiving,hal_docType,hal_shsdomain,hal_infodomain,genre,upw_coverage,oa_status,journal_issn_l,upw_location,version,licence
10.4000/books.editionscnrs.37078,hal-03107655,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/cps.3251,hal-02397480,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/crau.563,halshs-00918760,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/craup.1003,hal-02187403,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/craup.2546,hal-02474409,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/craup.2966,hal-02439177,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/craup.3057,halshs-03234360,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/craup.3647,halshs-02900430,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/craup.370,hal-02426681,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/craup.4606,hal-03273481,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/craup.8625,hal-03402423,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/cybergeo.25009,halshs-01345699,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/cybergeo.27713,hal-01562969,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/developpementdurable.12153,hal-02474296,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/developpementdurable.9767,halshs-01246933,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/espacepolitique.8570,hal-03238799,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/gc.12327,hal-03248350,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/gc.3969,hal-01519955,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/insitu.27623,hal-02874766,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/netcom.2668,hal-01712477,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/paysage.7362,halshs-01592907,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/ress.4033,hal-02527821,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/rga.4088,hal-01995848,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/slaveries.4305,hal-03238996,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/sociologies.13079,hal-03156500,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/tem.4661,hal-02426685,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/tem.4773,hal-01995855,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/teth.1009,hal-01672509,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/vertigo.17411,halshs-01545545,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/vertigo.23818,hal-02948549,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4000/vertigo.25106,halshs-02294890,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4018/ijepr.2019100103,hal-02320109,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4236/jgis.2020.126036,hal-03060116,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4236/jssm.2010.34049,hal-01345710,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4337/9781789908619.00018,halshs-02935201,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48465/fa.2020.1048,hal-03233772,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220242,hal-03220242,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220248,hal-03220248,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220249,hal-03220249,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220267,hal-03220267,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220269,hal-03220269,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220274,hal-03220274,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220297,hal-03220297,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220301,hal-03220301,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220306,hal-03220306,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220308,hal-03220308,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220311,hal-03220311,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220312,hal-03220312,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220314,hal-03220314,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220315,hal-03220315,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220323,hal-03220323,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220324,hal-03220324,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220329,hal-03220329,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220330,hal-03220330,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220332,hal-03220332,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220333,hal-03220333,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220337,hal-03220337,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220344,hal-03220344,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220354,hal-03220354,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220357,hal-03220357,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220365,hal-03220365,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.48537/hal-03220383,hal-03220383,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4995/lc2015.2015,halshs-01246813,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4995/lc2015.2015.659,halshs-01231328,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.4995/var.2013.4319,hal-01617643,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.5194/gmd-10-385-2017,hal-02368820,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.5194/isprs-annals-iv-4-w3-63-2017,hal-01712515,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.5194/isprs-archives-xliii-b4-2020-623-2020,hal-02932206,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.5194/isprsarchives-xxxviii-3-w22-77-2011,hal-02552445,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.5220/0008978600880099,hal-02932169,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.5772/intechopen.88449,halshs-02460557,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.7202/1027737ar,halshs-01246803,,,,False,,,,,,,,,,,,,,,,,,,,,,,
10.7202/1030952ar,halshs-01711126,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00285872,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00285890,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00285896,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00285945,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00329500,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00329503,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00329504,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00329505,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00358740,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00380100,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00380262,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00394343,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00439267,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00485141,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00488962,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00488978,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00488996,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00542415,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00585088,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00605233,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00605240,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00614951,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00634042,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00634058,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00671976,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00736628,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00780739,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00783543,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00783761,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00784401,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00785288,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00785295,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00785303,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00785304,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00785346,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00785352,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00785419,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00785424,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00785443,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00785453,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00785613,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00786465,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00786603,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00786604,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00786760,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00786768,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00810612,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00816843,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00910594,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00910596,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00910609,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00910659,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00911154,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00923808,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00968248,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00974804,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00974805,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00975415,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978318,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978320,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978322,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978323,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978327,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978331,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978332,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978333,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978334,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978335,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978336,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978338,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978340,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978341,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978343,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00978345,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980727,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980728,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980729,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980730,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980732,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980734,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980735,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980736,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980737,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980739,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980740,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980742,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980743,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980744,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980746,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980748,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980749,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980751,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980752,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980755,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00980759,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993604,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993606,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993607,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993609,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993611,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993613,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993614,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993615,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993616,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993617,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993618,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993622,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993623,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993625,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993626,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993627,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993628,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993629,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993631,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993632,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993633,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993634,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993636,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993637,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993638,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993639,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993640,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993641,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993642,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993643,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993645,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993646,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993650,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993651,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993654,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993655,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993656,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993658,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993659,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993660,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993661,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993662,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993663,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993664,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993665,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993666,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993667,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993668,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993669,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993670,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993671,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993686,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993687,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993688,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993689,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993690,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993691,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993692,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993693,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993694,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993695,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993697,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993698,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993699,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993700,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993701,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993702,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993703,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993705,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993706,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993707,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993708,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993710,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993711,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993735,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993736,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993738,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993740,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993741,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993742,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993743,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993744,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993760,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993761,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993762,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993763,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993764,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993765,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993766,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00993768,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995433,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995434,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995435,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995436,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995438,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995439,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995440,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995441,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995442,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995443,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995444,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995445,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995447,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995448,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995449,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995450,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995452,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995453,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995454,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995455,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995456,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995457,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995458,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995459,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995460,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995461,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995462,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995463,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995464,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995468,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995469,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995470,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995471,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995472,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995473,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995474,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995475,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995476,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995478,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995479,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995480,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995483,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995484,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995485,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995486,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995489,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995491,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995492,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995493,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995494,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995495,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995496,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995497,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995498,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995500,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995501,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995502,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995503,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995504,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995507,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995509,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995510,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995511,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995514,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995515,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995546,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995547,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995548,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995549,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995550,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995551,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995552,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995554,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995555,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995556,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995557,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995558,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995559,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995560,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995561,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995563,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995564,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995565,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995566,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995567,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995568,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995569,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995570,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995571,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995572,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-00995914,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01062341,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01113932,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01141840,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01155846,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01155852,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01164452,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01164456,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01175874,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01175877,,,,False,,,,,,,,,,,,,,,,,,,,,,,
,hal-01175883,,,,False,,,,,,,,,,,,,,,,,,,,,,,
