openAccess_bool,domain_s,title_s,journalTitle_s,journalPublisher_s,journalEissn_s,authFullName_s,halId_s,submitType_s,docType_s,selfArchiving_bool,doiId_s,submittedDate_s,publicationDate_s,publicationDateY_i,journalIssn_s,licence_s
True,"['0.shs', '1.shs.anthro-se', '0.shs', '1.shs.archi', '0.shs', '1.shs.phil', '0.shs', '1.shs.socio']","['L’enfant des villes. Considérations sur la place du jeu et la créativité de l’architecte face à l’émergence de la ville garantie', 'Child of the city: what place for game / play and architectural creativity facing guaranteed city’s emergence']","Ambiances. Environnement sensible, architecture et espace urbain",UMR 1563 - Ambiances Architecturales et Urbaines,2266-839X,['Marc Breviglieri'],hal-01533243,file,ART,True,10.4000/ambiances.509,2021-06-22 13:56:02,2015-02-20,2015,,
True,"['0.shs', '0.shs', '1.shs.anthro-se']","['La résistance du sensible, avenir de l’anthropologie sensorielle']","Ambiances. Environnement sensible, architecture et espace urbain",UMR 1563 - Ambiances Architecturales et Urbaines,2266-839X,['Anne Bossé'],hal-01364087,file,ART,True,,2020-03-12 14:15:02,2015-12,2015,,
True,"['0.shs', '1.shs.archi']","['Figures urbanistiques en régime prospectif. Pour une critique des pouvoirs de l’évocation', 'Urban figures in the frame of forward-looking activities. Towards a criticism of storytelling in planning']",Articulo - Journal of Urban Research,Articulo - Revue de sciences humaines asbl,1661-4941,['Laurent Devisme'],hal-02426686,notice,ART,True,10.4000/articulo.2731,2020-01-02 16:58:58,2015-01-01,2015,,
True,"['0.shs', '1.shs.anthro-se', '0.shs', '1.shs.socio', '0.shs', '1.shs.stat', '0.shs', '1.shs.musiq', '0.shs', '1.shs.hist', '0.shs', '1.shs.info', '0.shs', '1.shs.scipo']",['Ecouter de la musique ensemble. Ethnographies des écoutes musicales collectives (introduction)'],Culture et Musées,Avignon Université,2111-4528,"['Anthony Pecqueux', 'Olivier Roueff']",halshs-01224237,file,ART,True,,2015-11-04 13:43:40,2015-07,2015,1766-2923,
True,"['0.shs', '1.shs.socio', '0.shs', '1.shs.archi']",['Ambiances et civilité'],"Ambiances. Environnement sensible, architecture et espace urbain",UMR 1563 - Ambiances Architecturales et Urbaines,2266-839X,['Anthony Pecqueux'],hal-01248567,file,ART,True,,2019-01-02 18:50:41,2015,2015,,
True,"['0.shs', '1.shs.archi', '0.info', '1.info.info-mo']","[""Étude comparée de quatre indicateurs qualifiant le champ visuel d'un piéton en milieu urbain"", 'Comparative study of four indicators qualifying the pedestrian viewshed in the urban environment']",Revue Internationale de Géomatique,Lavoisier,2116-7060,"['Thomas Leduc', 'Guillaume Chauvat']",hal-01150201,file,ART,True,10.3166/rig.25.75-98,2015-05-09 08:27:27,2015-02,2015,1260-5875,
True,"['0.shs', '1.shs.archi']",['Au prisme des ambiances : réfléchir aux effets des relations entre maître d’œuvre et maître d’ouvrage'],Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,['Céline Drozd'],hal-01275040,file,ART,True,,2016-02-16 16:19:46,2015-01,2015,1779-5885,
False,"['0.sde', '1.sde.ie', '0.spi', '1.spi.gciv', '2.spi.gciv.cd']",['The use of SOLENE-microclimat model to assess adaptation strategies at the district scale'],Urban Climate,Elsevier,,"['Marjorie Musy', 'Laurent Malys', 'Benjamin Morille', 'Christian Inard']",hal-01667973,notice,ART,True,10.1016/j.uclim.2015.07.004,2017-12-19 16:56:30,2015-12,2015,2212-0955,
False,"['0.spi', '1.spi.gciv', '2.spi.gciv.cd', '0.sde', '1.sde.ie']",['Microclimate and building energy consumption: study of different coupling methods'],Advances in Building Energy Research,Taylor & Francis,1756-2201,"['Marjorie Musy', 'Laurent Malys', 'Christian Inard']",hal-01799921,notice,ART,True,10.1080/17512549.2015.1043643,2018-05-25 13:11:30,2015-07-28,2015,1751-2549,
True,"['0.sde', '0.shs', '1.shs.geo', '0.spi']",['Radiative and heat storage properties of the urban fabric derived from analysis of surface forms'],Urban Climate,Elsevier,,"['Anne Bernabé', 'Jérémy Bernard', 'Marjorie Musy', 'Hervé Andrieu-', 'Erwan Bocher', 'Isabelle Calmet', 'Pascal Kéravec', 'Jean Michel Rosant']",hal-01141712,file,ART,True,10.1016/j.uclim.2015.04.001,2018-05-31 11:56:32,2015,2015,2212-0955,
False,"['0.sde', '0.sde', '1.sde.ie', '0.spi']",['Radiative properties of the urban fabric derived from surface form analysis: A simplified solar balance model'],Solar Energy,Elsevier,1471-1257,"['Anne Bernabé', 'Marjorie Musy', 'Hervé Andrieu', 'Isabelle Calmet']",hal-01251355,notice,ART,True,10.1016/jsolener.2015.08.031,2016-01-06 09:51:22,2015,2015,0038-092X,
True,"['0.spi', '1.spi.gciv', '2.spi.gciv.cd', '0.sde', '1.sde.ie']",['SOLENE-microclimate: A Tool to Evaluate Envelopes Efficiency on Energy Consumption at District Scale.'],Energy Procedia,Elsevier,,"['Marjorie Musy', 'Benjamin Morille', 'Nicolas Lauzet']",hal-01799920,notice,ART,True,10.1016/j.egypro.2015.11.088,2018-05-25 13:07:09,2015-11,2015,1876-6102,
True,"['0.info', '1.info.info-se', '0.info', '1.info.info-mo']",['Gérer les informations temporelles dans et par les modèles informatiques'],Revue Internationale de Géomatique,Lavoisier,2116-7060,"['Frédéric Bertrand', 'Cyril Faucher', 'Jean-Yves Lafaye', 'Guillaume Moreau', 'Myriam Servières', 'Chamseddine Zaki']",hal-01259330,file,ART,True,10.3166/RIG.25.415-436,2016-01-22 09:39:10,2015,2015,1260-5875,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']",['Une chercheur dans un jury de HMONP'],Lieux Communs - Les Cahiers du LAUA,"LAUA (Langages, Actions Urbaines, Altérités - Ecole Nationale Supérieure d'Architecture de Nantes)",,['Anne Bossé'],hal-01356246,file,ART,True,,2016-08-29 13:36:35,2015,2015,1779-5885,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.info', '1.info.info-mo', '0.shs', '1.shs.archi', '0.sde', '1.sde.es']","['Pour une forme urbaine facteur de bien-être : analyse des bassins de visibilité et objectivation de la perception sensible', 'For urban forms as a factor of well-being: viewshed analysis and objectification of sensory perception']","Environnement, Risques and Santé",John Libbey Eurotext,,['Thomas Leduc'],hal-01347164,file,ART,True,10.1684/ers.2015.0797,2016-07-20 14:55:01,2015-07,2015,1635-0421,
False,"['0.shs', '1.shs.archi']","[""Lo spazio sonoro in azione : l'architettura come strumento fonico""]",le arti del suono,Aracne Editrice,,['Grégoire Chelkoff'],halshs-01295521,notice,ART,True,,2016-03-31 11:16:00,2014,2014,,
True,"['0.shs', '1.shs.phil']",['De la philosophie morale humienne à l’éthique du care : un billet aller-retour'],Cahiers philosophiques,Réseau Canopé,2264-2641,['Céline Bonicco-Donato'],hal-01493219,file,ART,True,,2017-03-21 10:48:12,2014,2014,0241-2799,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.socio', '0.shs', '1.shs.scipo']",['Retrouver la face par la participation'],Participations - Revue de sciences sociales sur la démocratie et la citoyenneté,De Boeck Supérieur,2034-7669,['Anthony Pecqueux'],hal-01083230,file,ART,True,10.3917/parti.009.0125,2014-11-16 16:47:19,2014,2014,2034-7650,
False,"['0.shs', '1.shs.archi', '0.shs', '1.shs.geo']",['Rythmanalyse des parcours ordinaires'],L'esprit des villes : revue annuelle d'architecture et d'urbanisme,Infolio éditions,,['Damien Masson'],hal-03257513,notice,ART,True,,2021-06-11 08:39:06,2014,2014,2296-7982,
False,['0.sde'],['Seismic vulnerability assessment of urban environments in moderate-to-low seismic hazard regions using association rule learning and support vector machine methods'],Natural Hazards,Springer Verlag,1573-0840,"['Ismael Riedel', 'Philippe Gueguen', 'Mauro Dalla Mura', 'Erwan Pathier', 'Thomas Leduc', 'Jocelyn Chanussot']",hal-01121491,notice,ART,True,10.1007/s11069-014-1538-0,2015-03-01 20:04:17,2014,2014,0921-030X,
True,"['0.spi', '1.spi.signal', '0.info', '1.info.info-cv', '0.info', '1.info.info-im', '0.info', '1.info.info-ti', '0.sdv', '1.sdv.ib', '2.sdv.ib.ima', '0.sdv', '1.sdv.neu', '2.sdv.neu.nb']",['Optimal target localization for subthalamic stimulation in patients with Parkinson disease'],Neurology,American Academy of Neurology,1526-632X,"['Marie-Laure Welter', 'Michael Schüpbach', 'Virginie Czernecki', 'Carine Karachi', 'Sara Fernandez-Vidal', 'Jean-Louis Golmard', 'Giulia Serra', 'Soledad Navarro', 'Arlette Welaratne', 'Andréas Hartmann', 'Valérie Mesnage', 'Fanny Pineau', 'Philippe Cornu', 'Bernard Pidoux', 'Yulia Worbe', 'Panayiotis Zikos', 'David Grabli', 'Damien Galanaud', 'Anne-Marie Bonnet', 'Hayat Belaid', 'Didier Dormont', 'Marie Vidailhet', 'Luc Mallet', 'Jean-Luc Houeto', 'Eric Bardinet', 'Jerome Yelnik', 'Yves Agid']",hal-01251658,notice,ART,False,10.1212/WNL.0000000000000315,2016-01-06 15:25:04,2014-04-15,2014,0028-3878,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.envir']",['Une utopie artistique solaire urbaine des années 1960 : L’hélioplastique de Mieczyslaw Twarowski. Analyse critique et propositions pour une esthétique solaire urbaine contemporaine'],Environnement Urbain / Urban Environment,Institut national de la recherche scientifique - Réseau Villes Régions Monde,1916-4645,['Daniel Siret'],halshs-01246803,file,ART,True,10.7202/1027737ar,2015-12-19 16:19:10,2014,2014,1916-4645,
True,"['0.shs', '1.shs.archi']","['Retour vers le futur. «\xa0Études sur Paris\xa0», un film d’André Sauvage (1928)']",Les Cahiers de la recherche architecturale / Les Cahiers de la recherche architecturale et urbaine,Paris : Ed. du patrimoine,1296-4077,"['Sylvain Angiboust', 'Xavier Dousson', 'Steven Melemis', 'Nicolas Tixier']",hal-01520075,file,ART,False,,2017-05-09 17:32:07,2014,2014,0150-9535,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.musiq']","['Carlotta Darò, Avant-gardes sonores en architecture']","Ambiances. Environnement sensible, architecture et espace urbain",UMR 1563 - Ambiances Architecturales et Urbaines,2266-839X,['Henry Torgue'],hal-01505443,file,ART,False,,2017-04-11 13:52:51,2014,2014,,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.socio', '0.shs', '1.shs.phil']",['Urban Ambiances as Common Ground ?'],Lebenswelt. aesthetics and philosophy of experience,Università degli Studi di Milano,2240-9599,['Jean-Paul Thibaud'],hal-01560138,file,ART,False,,2017-07-11 11:52:55,2014,2014,2240-9599,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']",['Listening to urban sounds'],Urbanistica,Istituto nazionale di urbanistica,,['Jean-Paul Thibaud'],hal-01560163,file,ART,False,,2017-07-11 11:59:44,2014,2014,0042-1022,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']","['Etre piéton à Salvador de Bahia et Caracas : une proximité fragilisée ?', 'Fuβgänger in Salvador de Bahia und Caracas: eine verletzliche Nähe ?', 'Being a pedestrian in Salvador de Bahia and Caracas : weakened closeness ?']",Géoregards,Éditions Alphil-Presses universitaires suisses,,"['Sandra Fiori', 'Rachel Thomas']",hal-01241194,file,ART,True,,2017-10-10 11:26:10,2014,2014,1662-8527,
True,"['0.info', '0.info', '1.info.info-gr']",['How to Build an Embodiment Lab: Achieving Body Representation Illusions in Virtual Reality'],Frontiers in Robotics and AI,Frontiers Media S.A.,2296-9144,"['Bernhard Spanlang', 'Jean-Marie Normand', 'David Borland', 'Konstantina Kilteni', 'Elias Giannopoulos', 'Ausias Pomes', 'Mar Gonzalez-Franco', 'Daniel Perez-Marcos', 'Jorge Arroyo-Palacios', 'Xavi Navarro Muncunill', 'Mel Slater']",hal-01812797,notice,ART,True,10.3389/frobt.2014.00009,2018-06-11 18:42:48,2014-11-27,2014,2296-9144,
True,"['0.shs', '0.shs', '1.shs.archi', '0.shs', '1.shs.geo', '0.shs', '1.shs.socio']",['Usages de la mémoire dans les projets de renouvellement urbain: le cas des espaces hérités de l’industrie française'],Articulo - Journal of Urban Research,Articulo - Revue de sciences humaines asbl,1661-4941,"['Amélie Nicolas', 'Thomas Zanetti']",halshs-01316532,notice,ART,True,10.4000/articulo.2464,2016-05-17 11:53:33,2014,2014,,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.museo', '0.shs', '1.shs.art']","['Héritage industriel et mémoire sensible\xa0: observations sur la constitution d\'un ""patrimoine sensoriel']",L'homme et la société,L'harmattan,,"['Nathalie Simonnot', 'Daniel Siret']",halshs-01246944,file,ART,True,10.3917/lhs.192.0127,2015-12-23 18:42:49,2014-11,2014,0018-4306,
True,['0.spi'],['Application of sensitivity analysis in building energy simulations: Combining first- and second-order elementary effects methods'],Energy and Buildings,Elsevier,,"['David Garcia Sanchez', 'Bruno Lacarrière', 'Bernard Bourges', 'Marjorie Musy']",hal-00947577,notice,ART,False,10.1016/j.enbuild.2012.08.048,2014-02-17 09:43:36,2014,2014,0378-7788,
True,"['0.info', '1.info.info-mo', '0.shs', '1.shs.archi']",['Usage de la morphométrie dans la révélation des préférences de mobilité. Application aux cheminements piétons'],Revue Internationale de Géomatique,Lavoisier,2116-7060,"['Arnaud Piombini', 'Thomas Leduc', 'Philippe Woloszyn']",hal-01345703,file,ART,True,10.3166/rig.24.101-130,2016-07-15 11:40:41,2014,2014,1260-5875,
False,"['0.sdv', '1.sdv.sa', '2.sdv.sa.hort']","['CFD simulations of the night-time condensation inside a closed glasshouse: Sensitivity analysis to outside external conditions, heating and glass properties']",Biosystems Engineering,Elsevier,1537-5129,"['Hacene Bouhoun Ali', 'Pierre-Emmanuel Bournet', 'Vianney Danjou', 'Benjamin Morille', 'Christophe Migeon']",hal-01526013,notice,ART,False,10.1016/j.biosystemseng.2014.08.017,2017-05-22 15:18:08,2014,2014,1537-5110,
False,"['0.spi', '1.spi.gciv', '2.spi.gciv.cd', '0.sde', '1.sde.ie']",['A hydrothermal model to assess the impact of green walls on urban microclimate and building energy consumption'],Building and Environment,Elsevier,,"['Laurent Malys', 'Marjorie Musy', 'Christian Inard']",hal-01870606,notice,ART,True,10.1016/j.buildenv.2013.12.012,2018-09-07 22:43:17,2014-03,2014,0360-1323,
False,"['0.shs', '1.shs.archi']","['Cairo behind the gates', 'Le Caire derrière les murs']","Ambiances. Environnement sensible, architecture et espace urbain",UMR 1563 - Ambiances Architecturales et Urbaines,2266-839X,['Noha Gamal Said'],hal-01324053,notice,ART,False,,2016-05-31 15:29:47,2013-02-06,2013,,
False,"['0.shs', '1.shs.archi']",['Des jardins pour ménager les bords de route'],Anthos. L'architecture du paysage en France,,,"['Grégoire Chelkoff', 'Magali Paris']",hal-00978327,notice,ART,True,,2014-04-14 09:54:49,2013,2013,,
False,"['0.shs', '1.shs.archi']",['Entrevista Rachel Thomas por Fabiana Dultra Britto'],Redobra,,,"['Rachel Thomas', 'Fabiana Dultra Britto']",hal-00980759,notice,ART,True,,2014-04-18 16:43:36,2013,2013,,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.art']",['Habitations Légèrement Modifiées'],Cahiers thématiques,École nationale supérieure d’architecture et de paysage de Lille,,['Guillaume Meigneux'],halshs-00834404,file,ART,True,,2013-06-17 16:46:01,2013-02-11,2013,1625-9505,
True,"['0.shs', '1.shs.archi']","['Pour votre tranquillité"": ambiance, atmosphere, and surveillance']",Geoforum,Elsevier,,"['Peter Adey', 'Laure Brayer', 'Damien Masson', 'Patrick Murphy', 'Paul Simpson', 'Nicolas Tixier']",hal-00978316,file,ART,True,10.1016/j.geoforum.2013.04.028,2021-03-09 09:52:26,2013-10,2013,0016-7185,
True,"['0.shs', '1.shs.archi']","['Rayonnement solaire et environnement urbain : de l’héliotropisme au désenchantement, histoire et enjeux d’une relation complexe']",Développement durable et territoires,Réseau « Développement durable et territoires fragiles »,1772-9971,['Daniel Siret'],halshs-01246933,file,ART,True,10.4000/developpementdurable.9767,2015-12-20 15:43:11,2013-07,2013,1772-9971,
False,"['0.shs', '1.shs.archi']","['Ouverture au monde sensible', 'Into the sensory world']","Ambiances. Environnement sensible, architecture et espace urbain",UMR 1563 - Ambiances Architecturales et Urbaines,2266-839X,['Jean-Paul Thibaud'],hal-00980755,notice,ART,False,,2014-04-18 16:43:34,2013,2013,,
True,"['0.shs', '1.shs.archi']",['Silencing the city?'],SoundEffects - An Interdisciplinary Journal of Sound and Sound Experience,,,"['Jean-Paul Thibaud', 'Pascal Amphoux']",hal-01560105,file,ART,False,,2017-07-11 11:33:27,2013,2013,1904-500X,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi']",['Habiter et cohabiter grâce au jardin'],Jardins de France. Revue de la Société Nationale d'Horticulture de France,,,['Magali Paris'],hal-00995566,notice,ART,False,,2014-05-23 12:27:14,2013-09,2013,,
False,"['0.shs', '1.shs.archi']","[""Filmer l'ambiance urbaine : Les dispositifs vidéographiques à l'œuvre chez William H. Whyte dans La vie sociale des petits espaces urbains"", 'Filming Urban Ambiance: Videographic Apparatus in William H. Whyte’s The Social Life of Small Urban Spaces']","Ambiances. Environnement sensible, architecture et espace urbain",UMR 1563 - Ambiances Architecturales et Urbaines,2266-839X,['Laure Brayer'],hal-00980734,notice,ART,False,,2014-04-18 16:41:38,2013-06-13,2013,,
False,"['0.shs', '1.shs.archi']","['Tempesta sonora o fuoco di campo sonoro. Do the Right Thing, interazione e ascolto musicale (in) pubblico = Sonic storm or sonic field fire: Do the Right Thing, interaction and music listening in public']",Studi culturali,Il Mulino,,['Anthony Pecqueux'],hal-00978340,notice,ART,False,,2014-04-14 09:55:25,2013,2013,1824-369X,
True,"['0.shs', '1.shs.archi']","['Appréhender, partager et concevoir le paysage en pratique à partir de dispositifs filmiques', 'Understanding, Sharing and Designing the Taskscape Through Filmic Apparatus']",Articulo - Journal of Urban Research,Articulo - Revue de sciences humaines asbl,1661-4941,['Laure Brayer'],hal-00978325,notice,ART,False,10.4000/articulo.2241,2014-04-14 09:54:47,2013-11-25,2013,,
False,"['0.shs', '1.shs.archi']","[""L'aménagement paysager et la réhabilitation de la chartreuse de la Valsainte""]",Revue scientifique et technique des monuments historiques,,,"['Pascal Amphoux', 'Christoph Hüsler']",hal-00995555,notice,ART,False,,2014-05-23 12:27:02,2013,2013,,
True,"['0.shs', '1.shs.archi']",['Commented City Walks'],Wi: Journal of Mobile Culture,,,['Jean-Paul Thibaud'],hal-00980752,file,ART,False,,2017-07-10 16:51:15,2013,2013,,http://creativecommons.org/licenses/by-nc-nd/
True,"['0.shs', '1.shs.archi']",['Dare il tono ai territori'],Lebenswelt. aesthetics and philosophy of experience,Università degli Studi di Milano,2240-9599,['Jean-Paul Thibaud'],hal-00980754,file,ART,False,10.13130/2240-9599/3477,2017-07-10 16:47:19,2013,2013,2240-9599,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi']","['Panthère, furtif paysage. A propos de la panthère entrevue des hauts paysages provençaux']",Verdons,,,['Patrick Romieu'],hal-00995570,notice,ART,False,,2014-05-23 12:27:17,2013-08,2013,,
True,"['0.shs', '1.shs.archi']",['Vidéographie descriptive : le travelling. Esquisse méthodologique pour une approche paysagère'],Articulo - Journal of Urban Research,Articulo - Revue de sciences humaines asbl,1661-4941,['Guillaume Meigneux'],hal-00978337,notice,ART,False,10.4000/articulo.2271,2014-04-14 09:55:00,2013-11-25,2013,,
True,"['0.shs', '1.shs.archi']",['New architectural forms to increase dew collection'],Chemical Engineering Transactions,AIDIC,,"['Daniel Beyssens', 'Filippo Broggini', 'Iryna Milimouk-Melnytchouk', 'Jalil Ouazzani', 'Nicolas Tixier']",hal-00978323,file,ART,True,,2017-05-19 19:42:45,2013,2013,2283-9216,
False,"['0.shs', '1.shs.geo']","['Patrimoine et projet urbain : produire et valoriser la localité à Saint-Étienne, Nantes et Clermont-Ferrand']","Espaces et sociétés (Paris, France)",Erès,1961-8700,"['Amélie Nicolas', 'Thomas Zanetti']",halshs-01427608,notice,ART,True,10.3917/esp.152.0181,2017-01-05 19:23:10,2013,2013,0014-0481,
False,"['0.shs', '1.shs.archi']",['Nouveaux usages de la couleur dans les espaces urbains'],URBIA. Les Cahiers du développement urbain durable,Observatoire universitaire de la Ville et du Développement durable,,"['Anne Petit', 'Daniel Siret', 'Nathalie Simonnot']",hal-02477926,notice,ART,True,,2020-02-17 16:18:57,2013-04,2013,1661-3708,
True,"['0.shs', '1.shs.archi']",['Ambiances à vendre : la représentation des personnages dans les supports de promotion des projets immobiliers'],Cahiers thématiques,École nationale supérieure d’architecture et de paysage de Lille,,"['Paola Moreno', 'Nathalie Simonnot', 'Daniel Siret']",halshs-01246934,file,ART,True,,2015-12-22 14:36:31,2013-03,2013,1625-9505,
True,"['0.sdu', '1.sdu.stu', '2.sdu.stu.cl', '0.sde', '1.sde.ie']",['Modeling methods to assess urban fluxes and heat island mitigation measures from street to city scale'],International Journal of Low-Carbon Technologies,Oxford University Press (OUP),,"['E. Bozonnet', 'M. Musy', 'I. Calmet', 'F. Rodriguez']",hal-01145181,notice,ART,False,10.1093/ijlct/ctt049,2015-04-23 14:45:18,2013,2013,1748-1317,
False,"['0.shs', '1.shs.archi']",['Konturen einer situativen Umweltästhetik'],Geographische Zeitschrift,Franz Steiner Verlag,,['Rainer Kazig'],hal-00978334,notice,ART,True,,2014-04-14 09:54:56,2012,2012,,
True,"['0.shs', '1.shs.archi']",['Vidéographie territoriale'],Les Carnets du paysage,Actes Sud/ École Nationale Supérieure du Paysage,,['Guillaume Meigneux'],hal-00780739,file,ART,True,,2013-01-24 17:02:30,2012-10,2012,1296-0101,
True,"['0.shs', '1.shs.socio']",['Pour une approche écologique des expériences urbaines'],Tracés : Revue de Sciences Humaines,ENS Éditions,1963-1812,['Anthony Pecqueux'],halshs-00715938,file,ART,True,,2012-07-09 15:16:40,2012,2012,1763-0061,
True,"['0.shs', '1.shs.archi']",['Crítica e engajamento'],Redobra,,,['Rachel Thomas'],halshs-00750924,file,ART,True,,2012-11-12 16:43:53,2012-03-01,2012,,
True,"['0.shs', '1.shs.socio']","['Introduction : Le son des choses, les bruits de la ville']",Communications,Editions du Seuil,2102-5924,['Anthony Pecqueux'],halshs-00715914,file,ART,True,,2012-07-09 14:57:30,2012,2012,0588-8018,
True,"['0.shs', '1.shs.socio']","['Les ""affordances"" des événements: des sons aux événements urbains']",Communications,Editions du Seuil,2102-5924,['Anthony Pecqueux'],halshs-00715915,file,ART,True,,2012-07-09 15:00:48,2012,2012,0588-8018,
False,,['Real-time adaptive blur for reducing eye strain in stereoscopic displays'],ACM Transactions on Applied Perception,Association for Computing Machinery,,"['Laure Leroy', 'Philippe Fuchs', 'Guillaume Moreau']",hal-01015057,notice,ART,False,,2014-06-25 16:44:23,2012-06,2012,1544-3558,
False,"['0.info', '1.info.info-gr']","['Visual fatigue reduction for immersive stereoscopic displays by disparity, content and focus-point adapted blur']",IEEE Transactions on Industrial Electronics,Institute of Electrical and Electronics Engineers,,"['Laure Leroy', 'Philippe Fuchs', 'Guillaume Moreau']",hal-01015096,notice,ART,False,10.1109/TIE.2011.2171173,2014-06-25 17:10:00,2012,2012,0278-0046,
False,"['0.info', '1.info.info-gr']",['Footprint-Based Generalization of 3D Building Groups at Medium Level of Detail for Multi-Scale Urban Visualization'],International Journal On Advances in Software,IARIA,,"['Shuang He', 'Jean-Yves Martin', 'Guillaume Moreau']",hal-01276772,notice,ART,True,,2016-02-20 10:30:02,2012,2012,1942-2628,
False,"['0.info', '1.info.info-gr']","['Visual Fatigue Reduction for Immersive Stereoscopic Displays by Disparity, Content, and Focus-Point Adapted Blur']",IEEE Transactions on Industrial Electronics,Institute of Electrical and Electronics Engineers,,"['Laure Leroy', 'Philippe Fuchs', 'Guillaume Moreau']",hal-00783075,notice,ART,True,,2013-01-31 12:49:34,2012-10,2012,0278-0046,
False,"['0.info', '1.info.info-gr']",['Real-time adaptive blur for reducing eye strain in stereoscopic displays'],ACM Transactions on Applied Perception,Association for Computing Machinery,,"['Laure Leroy', 'Philippe Fuchs', 'Guillaume Moreau']",hal-00783076,notice,ART,True,10.1145/2207216.2207220,2013-01-31 12:59:37,2012-06-01,2012,1544-3558,
True,"['0.shs', '1.shs.geo', '0.shs', '1.shs.archi', '0.shs', '1.shs.stat']",['Caractérisation des tissus urbains à partir de l’analyse structurelle des réseaux viaires'],Cybergeo : Revue européenne de géographie / European journal of geography,UMR 8504 Géographie-cités,,"['Rachid Hamaina', 'Thomas Leduc', 'Guillaume Moreau']",halshs-01345699,notice,ART,True,10.4000/cybergeo.25009,2016-07-15 11:21:04,2012-01-25,2012,1278-3366,
True,"['0.shs', '1.shs.archi']",['Expériences sensibles de la mobilité urbaine'],Les Cahiers de la recherche architecturale / Les Cahiers de la recherche architecturale et urbaine,Paris : Ed. du patrimoine,1296-4077,['Damien Masson'],halshs-00918760,file,ART,True,10.4000/crau.563,2013-12-14 17:02:50,2012,2012,0150-9535,
False,"['0.shs', '1.shs.archi']",['El urbanismo y lo urbano en la transformación de Bogotá. Discursos expertos y palabras de los habitantes'],DEARQ - Revista de arquitectura de la Universidad de los Andes (Bogotà),,,"['Sandra Fiori', 'Camilo Cifuentes']",hal-00980737,notice,ART,False,,2014-04-18 16:41:41,2012-12,2012,,
True,"['0.shs', '1.shs.archi']",['Stridence et chuchotements'],Communications,Editions du Seuil,2102-5924,['Olivier Balaÿ'],hal-00978321,file,ART,False,10.3406/comm.2012.2652,2019-03-21 09:44:32,2012,2012,0588-8018,
True,"['0.shs', '1.shs.archi']","[""Petite archéologie de la notion d'ambiance""]",Communications,De Gruyter,1613-4087,['Jean-Paul Thibaud'],hal-00978345,file,ART,False,,2017-07-10 17:20:48,2012,2012,0341-2059,http://creativecommons.org/licenses/by-nc-nd/
False,"['0.shs', '1.shs.archi']",['O devir ambiente do mundo urbano'],Redobra,,,['Jean-Paul Thibaud'],hal-00980749,notice,ART,False,,2014-04-18 16:43:28,2012,2012,,
False,"['0.shs', '1.shs.archi']","[""Vidéographie territoriale, retour d'expérimentation : la vidéo mosaïque""]",Les Carnets du paysage,Actes Sud/ École Nationale Supérieure du Paysage,,['Guillaume Meigneux'],hal-00978336,notice,ART,False,,2014-04-14 09:54:57,2012-10,2012,1296-0101,
True,"['0.shs', '1.shs.archi', '0.shs', '1.shs.art']","['Soleil, lumière et chaleur dans l’architecture moderne : excursions dans l’œuvre de Le Corbusier']",L'émoi de l'Histoire,Association historique du lycée Henri IV,,['Daniel Siret'],halshs-01246943,file,ART,True,,2015-12-23 19:10:10,2012-04,2012,0992-3314,
False,"['0.shs', '1.shs.archi']",['The city through the senses'],Cadernos Proarq. Revista de arquitetura e urbanismo do Proarq,Post-graduate Program in Architecture at FAU - Faculty of Architecture and Urbanism Universidade Federal do Rio de Janeiro,2675-0392,['Jean-Paul Thibaud'],hal-00980751,notice,ART,False,,2014-04-18 16:43:30,2012,2012,1679-7604,
False,"['0.shs', '1.shs.archi']",['A cidade a través dos sentidos'],Cadernos Proarq. Revista de arquitetura e urbanismo do Proarq,Post-graduate Program in Architecture at FAU - Faculty of Architecture and Urbanism Universidade Federal do Rio de Janeiro,2675-0392,['Jean-Paul Thibaud'],hal-00980748,notice,ART,False,,2014-04-18 16:43:27,2012,2012,1679-7604,
True,"['0.shs', '1.shs.phil', '0.shs', '1.shs.socio']","['Le self, un concept nomade : des Lumières écossaises à l’Ecole de Chicago en passant par le pragmatisme']",Cahiers Philosophiques de Strasbourg,Université de Strasbourg,,['Céline Bonicco-Donato'],hal-01493297,file,ART,True,,2017-03-24 09:03:30,2011,2011,1254-5740,http://creativecommons.org/licenses/by-nc-sa/
